,id,date,average_mood,average_arousal,average_valence,average_activity,total_screen,total_sms,total_calls,total_built_in,total_communication,total_entertainment,total_finance,total_game,total_office,total_other,total_social,total_travel,total_unknown,total_utilities,total_weather,group
0,AS14.01,2014-03-21,6.2,0.2,0.2,0.1340501039893886,17978.907000064843,0.0,6.0,3139.218,6280.889999999999,1007.456,49.544,0.0,172.20600000000002,239.751,4508.500000000001,915.4450000000002,0.0,598.754,0.0,1.0
1,AS14.01,2014-03-22,6.4,0.6,0.5,0.2368802192399581,6142.160999536513,1.0,3.0,731.4290000000002,4962.918,93.324,21.076,0.0,0.0,98.143,439.6319999999999,37.305,0.0,117.621,0.0,1.0
2,AS14.01,2014-03-23,6.8,0.2,0.8,0.1427411158050636,6773.832001447676,0.0,0.0,1286.246,5237.319,94.346,43.403000000000006,0.0,0.0,72.82300000000001,900.839,0.0,0.0,30.086,30.386,1.0
3,AS14.01,2014-03-24,6.0,0.8,0.0,0.0789610561155979,15047.351000547404,0.0,10.0,866.9559999999999,9270.629,976.971,34.106,0.0,3.01,66.55799999999999,3223.626,419.805,0.0,178.732,0.0,1.0
4,AS14.01,2014-03-25,6.75,0.5,0.5,0.0983741123905068,21475.35499906539,1.0,0.0,1032.768,10276.751,68.206,43.054,0.0,0.0,178.819,1919.471,0.0,235.223,222.893,0.0,1.0
5,AS14.01,2014-03-26,6.6,-0.2,0.6,0.1013083216700759,16423.80100035667,0.0,0.0,1167.497,8988.752999999999,910.479,52.331,0.0,0.0,97.498,4592.059,0.0,0.0,33.365,0.0,1.0
6,AS14.01,2014-03-27,7.0,0.2,0.8,0.1595106409690974,17442.14999938011,1.0,2.0,1229.327,6936.512,639.3389999999999,42.219,0.0,182.451,58.532,935.381,47.314,0.0,179.02899999999997,0.0,1.0
7,AS14.01,2014-03-28,6.4,-0.6,0.6,0.0956980216371201,4923.488999605181,0.0,5.0,10062.595,866.8330000000001,1005.403,89.16600000000001,233.036,0.0,225.951,512.741,1133.0089999999998,0.0,301.717,0.0,1.0
8,AS14.01,2014-03-29,8.0,0.2,1.0,0.0682028101018696,8322.6219997406,1.0,4.0,1952.63,2720.692,1627.429,0.0,0.0,0.0,169.594,472.888,52.435,0.0,600.637,0.0,1.0
9,AS14.01,2014-03-30,7.5,-0.5,0.75,0.049092970521542,4523.214000940327,0.0,0.0,414.36500000000007,1298.505,1535.677,0.0,0.0,0.0,74.003,167.685,0.0,66.477,38.296,0.0,1.0
10,AS14.01,2014-03-31,7.4,0.0,0.6,0.0705054808833895,11836.83400034904,0.0,6.0,2961.405,5332.637000000001,1758.92,41.255,51.176,0.0,268.55400000000003,1350.655,183.381,29.29,210.305,0.0,1.0
11,AS14.01,2014-04-01,6.0,0.2,0.0,0.118443242712736,17173.906002044678,0.0,1.0,1385.517,6095.526,1030.637,547.8259999999999,234.741,92.388,121.19,5040.067000000001,1614.621,0.0,517.636,0.0,1.0
12,AS14.01,2014-04-02,6.5,0.3333333333333333,0.6666666666666666,0.1019166106382234,21358.510999917988,0.0,4.0,3614.349,6920.155999999999,1343.376,247.777,0.0,90.481,541.541,3428.792,0.0,0.0,341.371,0.0,1.0
13,AS14.01,2014-04-03,6.4,-1.2,0.0,0.049238472708441,21401.835000753403,0.0,4.0,2321.464,14438.082,1293.631,76.234,0.0,0.0,213.902,3154.241,19.082,0.0,182.772,0.0,1.0
14,AS14.01,2014-04-04,6.2,0.2,0.4,0.1266893112073258,12379.411000013357,1.0,2.0,1957.829,5481.628,1545.227,0.0,0.0,0.0,176.80100000000002,2086.197,158.241,0.0,128.692,0.0,1.0
15,AS14.01,2014-04-05,6.8,-0.4,0.6,0.1190023022034455,3340.4309999942784,0.0,0.0,15159.19,1885.409,76.369,0.0,0.0,0.0,81.133,363.208,187.945,0.0,118.956,0.0,1.0
16,AS14.01,2014-04-06,6.5,-0.75,0.5,0.0644077994424681,7467.321999788283,0.0,4.0,4548.662,3355.743,187.214,0.0,114.406,0.0,119.12,321.46,0.0,0.0,46.249,0.0,1.0
17,AS14.01,2014-04-07,6.5,-0.6666666666666666,0.25,0.0506706211743178,9846.38099980354,0.0,1.0,927.377,7355.014999999999,447.121,46.128,0.0,17.107,170.348,1475.418,60.247,0.0,205.81100000000004,0.0,1.0
18,AS14.01,2014-04-08,6.6,-0.4,0.3333333333333333,0.0753270582613485,15101.13200187683,0.0,1.0,892.6890000000001,9477.553,3466.4790000000003,19.131,0.0,0.0,209.51399999999995,2655.121,0.0,0.0,36.143,0.0,1.0
19,AS14.01,2014-04-09,7.4,-0.8,1.0,0.1203841145323287,13558.28900098801,0.0,4.0,1638.6170000000002,6177.076,940.77,0.0,0.0,0.0,346.654,2826.3500000000004,0.0,0.0,577.359,0.0,1.0
20,AS14.01,2014-04-10,7.4,-0.4,0.8,0.078963105194891,9296.09899926186,0.0,7.0,715.3549999999999,4881.411,1858.893,0.0,1.059,23.195,107.919,1174.717,0.0,0.0,377.687,0.0,1.0
21,AS14.01,2014-04-11,7.0,-1.2,0.8,0.0799862020730605,10526.846000194551,0.0,0.0,3369.031,3336.592000000001,1976.138,94.093,0.0,0.0,51.452,596.807,34.234,0.0,214.648,0.0,1.0
22,AS14.01,2014-04-12,7.25,-0.75,0.75,0.0722490614703181,11750.809000968926,0.0,0.0,302.4459999999999,6595.083,2186.482,0.0,0.0,0.0,79.033,264.432,5.031,0.0,352.392,0.0,1.0
23,AS14.01,2014-04-13,8.0,-1.25,1.0,0.0140213289543707,2005.7509992122657,0.0,0.0,447.4149999999999,1096.7949999999998,249.392,82.413,0.0,0.0,94.209,34.501999999999995,0.0,0.0,0.0,0.0,1.0
24,AS14.01,2014-04-14,7.2,-1.2,0.6,0.0838873144698841,17985.44799923897,1.0,1.0,961.581,6486.284000000001,6265.5560000000005,89.32300000000001,0.0,0.0,145.09600000000003,2921.985,29.104,0.0,986.014,0.0,1.0
25,AS14.01,2014-04-15,6.4,0.0,0.8,0.0901121527807252,13585.222998380666,1.0,8.0,1596.356,6224.231,944.522,13.043,0.0,0.0,110.415,4428.210000000001,8.363,0.0,279.79299999999995,0.0,1.0
26,AS14.01,2014-04-16,7.2,0.75,0.5,0.1161103361271222,12522.474998950958,1.0,0.0,923.613,5175.0160000000005,426.734,0.0,0.0,0.0,40.784,1912.852,0.0,0.0,223.587,0.0,1.0
27,AS14.01,2014-04-17,6.6,-0.4,0.6,0.0569178566720968,15018.480000734338,0.0,2.0,552.201,11853.339,142.241,0.0,0.0,0.0,53.763000000000005,2107.146,0.0,0.0,49.718,0.0,1.0
28,AS14.01,2014-04-18,6.8,-0.8,0.8,0.094033006694976,13490.728999614706,0.0,1.0,1860.898,5341.656999999999,774.354,119.163,0.0,0.0,47.789,1993.9220000000005,63.874,0.0,88.68,0.0,1.0
29,AS14.01,2014-04-19,7.8,-0.2,1.0,0.0994319117238402,13293.2480006218,0.0,1.0,946.19,2728.26,469.274,95.629,29.084,0.0,31.482,396.672,128.89,0.0,305.796,0.0,1.0
30,AS14.01,2014-04-20,7.25,-0.25,0.75,0.0748162430431159,8343.518000364305,2.0,2.0,897.086,4984.723999999999,727.492,10.606,0.0,0.0,34.202,2237.742,0.0,0.0,121.035,0.0,1.0
31,AS14.01,2014-04-21,7.6,-0.25,1.0,0.1020410589682471,3832.9909992218018,0.0,2.0,3442.2319999999995,2004.347,74.88000000000001,33.266,0.0,0.0,58.04899999999999,428.972,68.278,0.0,210.882,0.0,1.0
32,AS14.01,2014-04-22,7.4,0.2,1.0,0.091929551822292,15490.269999265667,0.0,2.0,2212.954,11360.913,1101.017,38.453,0.0,0.0,63.16,1422.5479999999998,0.0,0.0,423.215,0.0,1.0
33,AS14.01,2014-04-23,7.6,0.2,1.0,0.0459856891337655,14535.339999437332,0.0,1.0,1130.842,8928.472000000002,347.427,18.051,0.0,0.0,42.398,526.598,0.0,0.0,246.944,0.0,1.0
34,AS14.01,2014-04-24,7.6,-0.4,1.0,0.0509029881940343,22086.478000164043,0.0,1.0,1466.2710000000002,9692.133000000002,4464.975,209.937,0.0,0.0,31.933,2688.5360000000005,51.184,0.0,716.1970000000001,0.0,1.0
35,AS14.01,2014-04-25,7.2,-0.2,0.8,0.1090610636368274,13973.941999673843,1.0,2.0,817.613,7279.144,650.8319999999999,21.071,0.0,0.0,68.847,2227.694,63.316,0.0,347.97400000000005,0.0,1.0
36,AS14.01,2014-04-26,7.6,-0.2,1.0,0.214248771624235,15482.018999338148,4.0,3.0,864.5190000000001,2567.857,125.556,27.267,0.0,0.0,46.205,2368.377,470.7729999999999,3.148,315.7629999999999,0.0,1.0
37,AS14.01,2014-04-27,7.5,0.0,1.0,0.0304789237989636,5700.562000036243,0.0,0.0,1291.314,2431.498,1510.221,0.0,0.0,0.0,1056.6839999999995,27.47,0.0,0.0,60.338,0.0,1.0
